n;id;age;gender;foreigner;country_orig;orig_in_zone;mpio_orig;resid_in_zone;mpio_resid;resid_in_dept;years_resid;activity;sector;econ_sector;educ;env_home;dwel_type;wages_smmv;opp_city_nat;for_wet_pub;junt_loc_ef;partic_com
876;876;49;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;49;employee;private or independant;Education;Master;Urban;Property;8;4;1;3;3
877;4035;65;male;FALSE;Colombia;FALSE;Cúcuta;TRUE;Bogotá D.C.;TRUE;9;independent;private or independant;Personal services;Secundary (bachillerato);Urban;Rent;2;2;4;2;3
878;3624;74;male;FALSE;Colombia;FALSE;Gachetá;TRUE;Bogotá D.C.;TRUE;30;independent;private or independant;Other;Secundary (bachillerato);Rural;Property;2;3;3;3;3
879;3629;81;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;81;independent;private or independant;Homemaker;Secundary (bachillerato);Urban;Rent;3;3;3;3;3
880;884;27;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;27;independent;private or independant;Commerce;Pregraduate;Urban;Property;6;3;1;2;1
881;3626;68;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;60;independent;private or independant;Personal services;Pregraduate;Urban;Property;10;1;2;2;5
882;4012;28;female;FALSE;Colombia;FALSE;Tuluá;TRUE;Bogotá D.C.;TRUE;12;employee;private or independant;Health;Secundary (bachillerato);Urban;Rent;3;4;3;NA;3
883;3544;25;male;FALSE;Colombia;FALSE;Neira;TRUE;Bogotá D.C.;TRUE;3;employee;private or independant;Other;Pregraduate;Urban;Rent;4;2;2;4;3
884;4050;42;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;41;employee;private or independant;Banks and Finance;Master;Urban;Property;10;3;2;3;3
885;890;45;male;FALSE;Colombia;TRUE;Cota;TRUE;Cota;TRUE;30;employee;private or independant;Transport;Secundary (bachillerato);Urban;Property;6;1;2;2;1
886;4040;47;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;46;employee;private or independant;Commerce;Specialization;Suburb;Property;6;3;4;4;4
887;4015;50;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;41;employee;private or independant;Commerce;Pregraduate;Urban;Property;7;3;3;3;3
888;898;45;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;40;employee;private or independant;Construction;Specialization;Urban;Property;10;1;1;2;2
889;4034;68;female;FALSE;Colombia;FALSE;Guachetá;TRUE;Bogotá D.C.;TRUE;42;independent;private or independant;Commerce;Secundary (bachillerato);Urban;Property;6;3;4;3;4
890;903;45;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;30;employee;private or independant;Construction;Specialization;Urban;Property;10;1;2;2;1
891;4027;43;female;FALSE;Colombia;FALSE;Coyaima;FALSE;Soacha;TRUE;13;independent;private or independant;Homemaker;Secundary (bachillerato);Suburb;Rent;2;2;3;3;2
892;936;55;male;FALSE;Colombia;FALSE;Bucaramanga;TRUE;Bogotá D.C.;TRUE;20;independent;private or independant;Other;Pregraduate;Urban;Rent;4;3;2;3;3
893;3623;52;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;52;employee;private or independant;Commerce;Specialization;Urban;Property;4;3;3;2;2
894;912;28;female;FALSE;Colombia;FALSE;Bucaramanga;TRUE;Bogotá D.C.;TRUE;20;employee;private or independant;Commerce;Pregraduate;Urban;Rent;6;3;2;4;3
895;3618;42;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;42;employee;private or independant;Banks and Finance;Pregraduate;Urban;Property;3;2;4;4;4
896;910;45;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;34;employee;public;Banks and Finance;Specialization;Urban;Rent;7;1;2;1;1
897;922;26;female;FALSE;Colombia;FALSE;Bucaramanga;TRUE;Bogotá D.C.;TRUE;20;employee;private or independant;Education;Pregraduate;Urban;Family;3;4;2;4;4
898;914;24;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;24;independent;private or independant;Construction;Pregraduate;Urban;Family;10;1;4;3;3
899;4016;42;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;42;employee;private or independant;Banks and Finance;Specialization;Urban;Property;10;4;4;4;4
900;930;51;female;FALSE;Colombia;FALSE;Bucaramanga;TRUE;Bogotá D.C.;TRUE;20;independent;private or independant;Commerce;Pregraduate;Urban;Family;2;4;2;3;3
901;4011;42;male;FALSE;Colombia;FALSE;Pandi;TRUE;Bogotá D.C.;TRUE;31;employee;private or independant;Other;Pregraduate;Urban;Property;7;3;4;5;4
902;3993;50;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;50;employee;private or independant;Other;Pregraduate;Urban;Property;4;2;3;NA;2
903;3999;62;female;FALSE;Colombia;FALSE;Espinal;TRUE;Bogotá D.C.;TRUE;50;independent;private or independant;Commerce;Secundary (bachillerato);Urban;Family;4;2;4;3;2
904;4006;30;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;31;employee;private or independant;Health;Pregraduate;Urban;Property;9;3;4;4;5
905;943;29;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;29;employee;private or independant;Other;Pregraduate;Urban;Rent;4;4;4;4;4
906;3574;51;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;30;independent;private or independant;Homemaker;Secundary (bachillerato);Urban;Rent;2;2;4;3;4
907;4000;38;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;38;employee;private or independant;Health;Pregraduate;Rural;Property;8;4;4;3;4
908;3992;47;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;47;employee;private or independant;Health;Specialization;Urban;Property;10;2;4;4;4
909;3994;41;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;41;employee;private or independant;Personal services;Pregraduate;Urban;Property;8;4;4;4;3
910;3991;37;female;FALSE;Colombia;FALSE;Aguadas;TRUE;Bogotá D.C.;TRUE;26;employee;private or independant;Banks and Finance;Pregraduate;Urban;Rent;8;2;4;3;4
911;3619;52;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;52;independent;private or independant;Other;Specialization;Urban;Rent;10;2;1;1;1
912;956;59;male;FALSE;Colombia;FALSE;Manizales;TRUE;Bogotá D.C.;TRUE;30;employee;private or independant;Banks and Finance;Pregraduate;Urban;Property;7;2;4;2;3
913;944;39;male;FALSE;Colombia;FALSE;Herveo;TRUE;Bogotá D.C.;TRUE;37;employee;private or independant;Commerce;Secundary (bachillerato);Urban;Property;5;4;2;3;3
914;2510;34;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;34;employee;private or independant;Construction;Pregraduate;Urban;Rent;2;4;3;3;3
915;959;53;female;FALSE;Colombia;FALSE;Manizales;TRUE;Bogotá D.C.;TRUE;30;employee;public;Banks and Finance;Pregraduate;Rural;Property;7;2;2;2;3
916;3982;40;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;40;independent;private or independant;Commerce;Secundary (bachillerato);Urban;Property;6;4;4;3;4
917;3986;42;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;42;employee;private or independant;Banks and Finance;Pregraduate;Urban;Property;10;4;4;3;4
918;3975;50;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;50;employee;private or independant;Commerce;Pregraduate;Urban;Property;10;2;4;3;3
919;973;36;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;36;employee;private or independant;Commerce;Pregraduate;Urban;Property;4;3;2;2;3
920;3961;39;female;FALSE;Colombia;FALSE;Choachí;TRUE;Bogotá D.C.;TRUE;1;independent;private or independant;Homemaker;Secundary (bachillerato);Urban;Rent;3;4;2;3;3
921;3970;54;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;52;employee;private or independant;Education;Pregraduate;Urban;Property;2;3;4;2;4
922;3973;60;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;60;employee;private or independant;Health;Pregraduate;Urban;Property;6;NA;2;2;NA
923;3967;53;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;48;employee;private or independant;Health;Pregraduate;Urban;Property;5;NA;2;2;NA
924;3966;46;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;40;employee;private or independant;Health;Pregraduate;Urban;Rent;4;NA;3;3;NA
925;3621;28;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;28;employee;public;Health;Specialization;Urban;Property;8;NA;1;2;NA
926;3956;60;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;37;employee;private or independant;Plant production;Secundary (bachillerato);Urban;Property;6;1;1;4;3
927;3608;41;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;41;independent;private or independant;Commerce;Specialization;Urban;Family;3;2;2;4;3
928;3955;28;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;28;employee;private or independant;Banks and Finance;Pregraduate;Urban;Property;6;NA;2;1;NA
929;3953;34;female;FALSE;Colombia;FALSE;Ciénaga;TRUE;Bogotá D.C.;TRUE;10;employee;public;Health;Specialization;Rural;Family;4;2;2;3;3
930;3732;25;male;FALSE;Colombia;FALSE;Acacías;TRUE;Bogotá D.C.;TRUE;5;employee;public;Education;Pregraduate;Urban;Rent;4;1;2;3;3
931;989;90;male;FALSE;Colombia;FALSE;Restrepo;FALSE;La Vega;TRUE;2;independent;public;Other;Primary;Rural;Property;1;1;4;3;1
932;984;41;female;FALSE;Colombia;FALSE;San José del Guaviare;TRUE;Bogotá D.C.;TRUE;30;independent;private or independant;Personal services;Secundary (bachillerato);Urban;Property;3;3;2;3;3
933;3941;60;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;55;employee;private or independant;Commerce;Specialization;Rural;Rent;6;2;3;2;2
934;2838;49;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;40;employee;private or independant;Commerce;Specialization;Urban;Rent;6;2;3;2;2
935;3930;22;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;22;employee;private or independant;Plant production;Pregraduate;Suburb;Family;2;2;5;4;4
936;2791;41;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Chía;TRUE;14;independent;private or independant;Health;Master;Suburb;Property;10;3;4;3;3
937;386;52;male;FALSE;Colombia;FALSE;Pasto;FALSE;Pasto;FALSE;52;independent;private or independant;Construction;Doctorate;Urban;Property;10;3;3;3;3
938;2777;45;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;45;employee;private or independant;Education;Specialization;Urban;Property;5;2;4;3;3
939;1270;35;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;35;employee;private or independant;Commerce;Pregraduate;Urban;Family;3;4;2;2;2
940;2778;43;female;FALSE;Colombia;TRUE;Bogotá D.C.;FALSE;Santa Marta;FALSE;4;employee;private or independant;Personal services;Pregraduate;Urban;Property;4;3;3;3;3
941;2770;48;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;48;employee;public;Education;Master;Urban;Property;3;4;2;2;4
942;2924;56;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;56;employee;private or independant;Banks and Finance;Specialization;Urban;Property;10;5;2;2;2
943;2768;26;male;FALSE;Colombia;NA;NA;TRUE;Bogotá D.C.;TRUE;26;employee;public;Other;Pregraduate;Suburb;Family;2;3;3;3;3
944;1964;36;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;25;employee;public;Health;Specialization;Urban;Property;4;1;2;1;1
945;2257;78;female;TRUE;Argentina;NA;NA;TRUE;Bogotá D.C.;TRUE;58;independent;private or independant;Education;Pregraduate;Urban;Property;6;3;4;2;3
946;2750;52;male;FALSE;Colombia;FALSE;Cúcuta;FALSE;Pamplona;FALSE;25;employee;public;Education;Doctorate;Urban;Property;10;2;2;3;4
947;2744;51;female;FALSE;Colombia;FALSE;Cúcuta;FALSE;Pamplona;FALSE;25;employee;public;Education;Pregraduate;Urban;Property;10;4;4;3;3
948;1979;41;male;TRUE;Venezuela;NA;NA;TRUE;Bogotá D.C.;TRUE;4;employee;private or independant;Other;Pregraduate;Urban;Property;10;3;4;3;5
949;34;19;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;15;employee;private or independant;Other;Secundary (bachillerato);Urban;Rent;7;4;5;3;3
950;4377;28;female;FALSE;Colombia;FALSE;Arauca;TRUE;Bogotá D.C.;TRUE;2;employee;private or independant;Other;Secundary (bachillerato);Urban;Family;NA;5;1;4;3
951;4513;47;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;47;employee;private or independant;Health;Specialization;Urban;Property;6;4;4;3;1
952;2730;NA;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;34;employee;private or independant;Commerce;Master;Urban;Family;10;5;1;1;1
953;382;43;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;43;independent;private or independant;Health;Pregraduate;Urban;Property;7;2;3;3;2
954;1254;39;male;FALSE;Colombia;TRUE;Cajicá;TRUE;Bogotá D.C.;TRUE;39;employee;private or independant;Personal services;Pregraduate;Urban;Family;3;NA;NA;NA;NA
955;1977;71;female;FALSE;Colombia;FALSE;Ibagué;TRUE;Bogotá D.C.;TRUE;45;independent;private or independant;Homemaker;Secundary (bachillerato);Urban;Property;3;4;2;2;3
956;2716;48;female;FALSE;Colombia;TRUE;Bogotá D.C.;NA;NA;NA;48;employee;private or independant;Homemaker;Secundary (bachillerato);Urban;Property;2;5;4;3;3
957;392;35;female;FALSE;Colombia;FALSE;Pasto;TRUE;Bogotá D.C.;TRUE;4;employee;public;Banks and Finance;Master;Urban;Property;7;3;3;3;3
958;1273;68;female;FALSE;Colombia;FALSE;Pasto;TRUE;Bogotá D.C.;TRUE;48;independent;private or independant;Commerce;Secundary (bachillerato);Urban;Family;3;5;3;4;4
959;940;71;female;FALSE;Colombia;FALSE;Floridablanca;FALSE;Piedecuesta;FALSE;50;independent;private or independant;Commerce;Secundary (bachillerato);Suburb;Property;10;1;4;2;4
960;2712;63;female;FALSE;Colombia;FALSE;Saboyá;TRUE;Bogotá D.C.;TRUE;20;employee;public;Education;Specialization;Urban;Property;5;1;4;4;4
961;935;50;female;FALSE;Colombia;FALSE;Santa Marta;FALSE;Cali;FALSE;20;employee;private or independant;Personal services;Master;Suburb;Property;10;2;4;4;4
962;937;46;male;FALSE;Colombia;TRUE;Cajicá;TRUE;Cajicá;TRUE;46;independent;private or independant;Transport;Secundary (bachillerato);Suburb;Property;3;4;2;1;1
963;692;59;male;FALSE;Colombia;FALSE;Dagua;TRUE;Bogotá D.C.;TRUE;5;employee;private or independant;Construction;Pregraduate;Urban;Property;10;2;4;3;4
964;4224;34;male;FALSE;Colombia;NA;NA;TRUE;Bogotá D.C.;TRUE;6;employee;private or independant;Banks and Finance;Pregraduate;Rural;Property;3;2;3;3;2
965;4229;25;female;FALSE;Colombia;FALSE;Villavicencio;TRUE;Bogotá D.C.;TRUE;1;employee;private or independant;Plant production;Pregraduate;Urban;Rent;NA;3;1;2;4
966;2004;43;female;FALSE;Colombia;FALSE;Manizales;TRUE;Bogotá D.C.;TRUE;15;employee;private or independant;Commerce;Secundary (bachillerato);Urban;Property;1;4;4;3;3
967;1082;25;female;FALSE;Colombia;FALSE;Bucaramanga;FALSE;Bucaramanga;FALSE;25;employee;private or independant;Commerce;Secundary (bachillerato);Urban;Property;3;4;2;2;2
968;2016;57;female;FALSE;Colombia;FALSE;Chaparral;TRUE;Bogotá D.C.;TRUE;35;employee;private or independant;Homemaker;Secundary (bachillerato);Suburb;Family;1;3;3;3;3
969;2007;44;female;FALSE;Colombia;FALSE;Villavicencio;TRUE;Bogotá D.C.;TRUE;28;employee;public;Other;Specialization;Urban;Property;10;4;1;2;2
970;1091;31;male;FALSE;Colombia;TRUE;Bogotá D.C.;FALSE;Barrancabermeja;FALSE;15;employee;private or independant;Education;Pregraduate;Urban;Property;5;5;3;2;4
971;1322;35;other;FALSE;Colombia;FALSE;Dagua;TRUE;Bogotá D.C.;TRUE;12;independent;public;Public administration;Specialization;Urban;Rent;10;3;4;2;4
972;394;37;female;FALSE;Colombia;FALSE;Pasto;TRUE;Bogotá D.C.;TRUE;16;employee;public;Public administration;Specialization;Urban;Property;5;3;3;3;3
973;4201;52;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;52;independent;private or independant;Commerce;Secundary (bachillerato);Urban;Property;3;4;2;3;3
974;1272;47;male;FALSE;Colombia;FALSE;Piedecuesta;FALSE;Piedecuesta;FALSE;47;employee;private or independant;Transport;Pregraduate;Urban;Property;10;NA;4;3;2
975;3988;48;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;48;independent;private or independant;Other;Pregraduate;Urban;Property;5;5;3;5;2
976;3065;28;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;28;employee;private or independant;Education;Pregraduate;Suburb;Family;4;4;4;4;4
977;2690;38;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;38;employee;private or independant;Education;Doctorate;Urban;Property;NA;1;5;5;5
978;938;51;male;FALSE;Colombia;FALSE;Manizales;FALSE;Cali;FALSE;20;employee;private or independant;Personal services;Master;Suburb;Property;10;2;4;2;4
979;4487;50;female;FALSE;Colombia;FALSE;Mosquera;FALSE;Mosquera;TRUE;40;employee;private or independant;Commerce;Pregraduate;Urban;Property;7;2;4;5;4
980;1333;50;female;FALSE;Colombia;FALSE;Paz de Río;TRUE;Bogotá D.C.;TRUE;7;employee;public;Other;Master;Urban;Property;3;3;1;4;4
981;1334;66;male;FALSE;Colombia;FALSE;Andalucía;TRUE;Bogotá D.C.;TRUE;48;independent;private or independant;Education;Specialization;Urban;Family;7;3;3;3;4
982;724;40;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;21;employee;private or independant;Education;Specialization;Urban;Property;4;2;3;3;4
983;2683;54;male;FALSE;Colombia;TRUE;Bogotá D.C.;FALSE;Santa Marta;FALSE;3;employee;private or independant;Construction;Specialization;Suburb;Property;6;1;1;3;3
984;728;50;male;FALSE;Colombia;NA;NA;TRUE;Bogotá D.C.;TRUE;50;employee;private or independant;Other;Specialization;Urban;Property;10;5;1;2;3
985;2678;38;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;38;independent;private or independant;Education;Pregraduate;Urban;Rent;3;3;2;3;1
986;3430;39;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;39;employee;public;Public administration;Secundary (bachillerato);Suburb;Family;4;4;3;1;3
987;1275;41;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;41;employee;public;Education;Master;Urban;Family;4;5;1;2;2
988;4219;59;female;FALSE;Colombia;FALSE;Ciénaga de Oro;TRUE;Bogotá D.C.;TRUE;32;employee;private or independant;Other;Pregraduate;Urban;Property;8;4;4;2;2
989;4371;53;male;TRUE;United States of America;NA;NA;TRUE;Bogotá D.C.;TRUE;1;employee;private or independant;Education;Specialization;Urban;Rent;8;1;3;4;3
990;3647;58;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;40;independent;private or independant;Other;Secundary (bachillerato);Urban;Property;3;5;1;2;3
991;3851;33;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;33;employee;private or independant;Personal services;Secundary (bachillerato);Rural;Rent;2;4;4;4;4
992;1354;49;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;49;employee;public;Education;Specialization;Urban;Property;5;5;2;4;3
993;1266;66;female;FALSE;Colombia;FALSE;Cartagena de Indias;FALSE;Cartagena de Indias;FALSE;66;independent;private or independant;Health;Specialization;Urban;Property;6;5;4;4;5
994;59;50;female;FALSE;Colombia;FALSE;Barrancabermeja;FALSE;Cartagena de Indias;FALSE;29;independent;private or independant;Banks and Finance;Pregraduate;Urban;Rent;10;4;1;1;2
995;2049;29;female;FALSE;Colombia;FALSE;Barbosa;TRUE;Bogotá D.C.;TRUE;8;employee;NA;Health;Secundary (bachillerato);Urban;Rent;2;2;2;3;3
996;2658;28;male;FALSE;Colombia;FALSE;Toca;TRUE;Bogotá D.C.;TRUE;8;employee;private or independant;Banks and Finance;Pregraduate;Urban;Property;4;2;3;3;3
997;1366;50;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;50;employee;public;Public administration;Master;Urban;Property;4;2;4;4;4
998;3835;75;male;FALSE;Colombia;FALSE;San Gil;FALSE;San Gil;FALSE;75;independent;private or independant;Homemaker;Primary;Urban;Property;3;4;2;3;3
999;4504;68;female;FALSE;Colombia;FALSE;Ciénaga de Oro;TRUE;Bogotá D.C.;TRUE;1;independent;private or independant;Other;NA;Urban;Family;2;2;4;3;3
1000;2368;41;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;41;independent;private or independant;Personal services;Pregraduate;Urban;Family;1;5;5;5;4
1001;737;56;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;56;independent;NA;Other;Specialization;Urban;Property;8;3;4;4;2
1002;2646;23;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;23;independent;private or independant;Personal services;Pregraduate;Urban;Property;5;2;4;3;3
1003;3981;38;female;FALSE;Colombia;FALSE;Cúcuta;TRUE;Bogotá D.C.;TRUE;1;employee;private or independant;Health;Pregraduate;Urban;Rent;5;3;3;3;3
1004;1367;63;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;63;independent;NA;Other;Specialization;Urban;Property;1;3;1;1;5
1005;3979;38;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;38;employee;public;Public administration;Pregraduate;Urban;Property;7;2;4;5;3
1006;405;63;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;63;NA;private or independant;Commerce;Secundary (bachillerato);Urban;Property;10;3;4;3;5
1007;4199;31;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;31;employee;private or independant;Transport;Pregraduate;Urban;Rent;2;3;2;1;2
1008;3928;22;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;22;employee;private or independant;Commerce;Secundary (bachillerato);Suburb;Property;1;4;3;4;2
1009;887;40;female;FALSE;Colombia;NA;NA;TRUE;Bogotá D.C.;TRUE;17;employee;private or independant;Commerce;Specialization;Urban;Rent;7;3;2;4;3
1010;4515;56;male;FALSE;Colombia;FALSE;Montería;TRUE;Bogotá D.C.;TRUE;35;employee;public;Public administration;Pregraduate;Urban;Rent;3;2;4;1;1
1011;4205;NA;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;57;independent;public;Health;Specialization;Urban;Family;3;2;1;3;2
1012;2068;NA;female;FALSE;Colombia;FALSE;Montería;TRUE;Bogotá D.C.;TRUE;1;independent;private or independant;Commerce;Pregraduate;Urban;Property;2;1;1;2;3
